disastser_number,declaration_date,year,disaster_type,incident_type,state,place_name,valid_registrations,referrals,approved,approved_amount
1545,9/4/2004,2004,DR,Hurricane,FL,Palm Beach County,"88,590","64,085","41,378","$74,589,888.10 "
1545,9/4/2004,2004,DR,Hurricane,FL,Pasco County,"3,808","2,955","1,990","$4,937,978.98 "
1545,9/4/2004,2004,DR,Hurricane,FL,Pinellas County,"2,995","2,125","1,281","$2,334,169.66 "
1545,9/4/2004,2004,DR,Hurricane,FL,Polk County,"14,564","11,963","8,287","$17,080,304.84 "
1545,9/4/2004,2004,DR,Hurricane,FL,Putnam County,"6,468","5,259","3,877","$6,648,103.24 "
1545,9/4/2004,2004,DR,Hurricane,FL,Sarasota County,654,525,283,"$815,671.80 "
1545,9/4/2004,2004,DR,Hurricane,FL,Seminole County,"10,933","8,329","5,790","$7,715,589.20 "
1545,9/4/2004,2004,DR,Hurricane,FL,St. Johns County,"3,596","2,528","1,608","$2,124,639.01 "
1545,9/4/2004,2004,DR,Hurricane,FL,St. Lucie County,"45,818","33,465","21,852","$39,580,072.94 "
1545,9/4/2004,2004,DR,Hurricane,FL,Sumter County,"1,934","1,557","1,132","$2,258,344.85 "
1545,9/4/2004,2004,DR,Hurricane,FL,Suwannee County,692,575,452,"$889,923.46 "
1545,9/4/2004,2004,DR,Hurricane,FL,Union County,432,347,244,"$533,812.27 "
1545,9/4/2004,2004,DR,Hurricane,FL,Volusia County,"39,873","31,194","22,101","$33,367,581.87 "
1545,9/4/2004,2004,DR,Hurricane,FL,,3,1,0,
1546,9/10/2004,2004,DR,Hurricane,NC,Alexander County,3,2,1,"$1,559.70 "
1546,9/10/2004,2004,DR,Hurricane,NC,Alleghany County,2,2,2,"$8,268.66 "
1546,9/10/2004,2004,DR,Hurricane,NC,Ashe County,11,8,7,"$19,465.04 "
1546,9/10/2004,2004,DR,Hurricane,NC,Avery County,405,288,210,"$625,968.59 "
1546,9/10/2004,2004,DR,Hurricane,NC,Bladen County,"1,993","1,867","1,225","$2,750,828.16 "
1546,9/10/2004,2004,DR,Hurricane,NC,Buncombe County,"1,139",694,436,"$1,668,027.57 "
1546,9/10/2004,2004,DR,Hurricane,NC,Burke County,246,168,115,"$415,310.79 "
1546,9/10/2004,2004,DR,Hurricane,NC,Cabarrus County,7,6,5,"$2,322.87 "
1546,9/10/2004,2004,DR,Hurricane,NC,Caldwell County,81,47,35,"$128,099.25 "
1546,9/10/2004,2004,DR,Hurricane,NC,Catawba County,30,18,14,"$53,824.08 "
1546,9/10/2004,2004,DR,Hurricane,NC,Cleveland County,8,6,6,"$12,108.40 "
1546,9/10/2004,2004,DR,Hurricane,NC,Columbus County,"2,946","2,766","1,777","$4,415,524.87 "
1546,9/10/2004,2004,DR,Hurricane,NC,Cumberland County,396,352,197,"$349,352.17 "
1546,9/10/2004,2004,DR,Hurricane,NC,Gaston County,4,2,1,"$2,667.35 "
1546,9/10/2004,2004,DR,Hurricane,NC,Haywood County,828,625,511,"$3,747,046.33 "
1546,9/10/2004,2004,DR,Hurricane,NC,Henderson County,331,229,174,"$671,192.19 "
1546,9/10/2004,2004,DR,Hurricane,NC,Hoke County,93,84,47,"$88,130.69 "
1546,9/10/2004,2004,DR,Hurricane,NC,Iredell County,5,3,2,"$2,399.82 "
1546,9/10/2004,2004,DR,Hurricane,NC,Jackson County,51,27,21,"$63,729.94 "
1546,9/10/2004,2004,DR,Hurricane,NC,Lincoln County,2,2,1,"$1,275.00 "
1546,9/10/2004,2004,DR,Hurricane,NC,Madison County,46,34,23,"$141,496.72 "
1546,9/10/2004,2004,DR,Hurricane,NC,McDowell County,220,159,117,"$476,992.13 "
1546,9/10/2004,2004,DR,Hurricane,NC,Mecklenburg County,82,69,44,"$144,472.41 "
1546,9/10/2004,2004,DR,Hurricane,NC,Mitchell County,107,77,57,"$161,523.80 "
1546,9/10/2004,2004,DR,Hurricane,NC,Polk County,98,11,7,"$26,783.24 "
1546,9/10/2004,2004,DR,Hurricane,NC,Robeson County,"4,172","3,844","2,390","$4,067,939.96 "
1546,9/10/2004,2004,DR,Hurricane,NC,Rutherford County,67,46,34,"$88,646.69 "
1546,9/10/2004,2004,DR,Hurricane,NC,Scotland County,200,174,75,"$135,763.63 "
1546,9/10/2004,2004,DR,Hurricane,NC,Transylvania County,156,109,78,"$369,105.79 "
1546,9/10/2004,2004,DR,Hurricane,NC,Union County,5,2,2,"$19,781.88 "
1546,9/10/2004,2004,DR,Hurricane,NC,Watauga County,169,125,96,"$359,899.31 "
1546,9/10/2004,2004,DR,Hurricane,NC,Wilkes County,5,4,4,"$7,451.58 "
1546,9/10/2004,2004,DR,Hurricane,NC,Yancey County,167,108,76,"$262,544.97 "
1548,9/15/2004,2004,DR,Hurricane,LA,Jefferson Parish,"1,022",833,260,"$316,077.29 "
1548,9/15/2004,2004,DR,Hurricane,LA,Lafourche Parish,84,68,11,"$22,608.74 "
1548,9/15/2004,2004,DR,Hurricane,LA,Orleans Parish,"4,989","4,432","1,380","$1,448,235.07 "
1548,9/15/2004,2004,DR,Hurricane,LA,Plaquemines Parish,"2,068","1,727",999,"$1,949,081.74 "
1548,9/15/2004,2004,DR,Hurricane,LA,St. Bernard Parish,734,599,283,"$369,984.21 "
1548,9/15/2004,2004,DR,Hurricane,LA,St. Charles Parish,361,250,57,"$42,959.23 "
1548,9/15/2004,2004,DR,Hurricane,LA,St. Tammany Parish,92,66,31,"$70,002.12 "
1548,9/15/2004,2004,DR,Hurricane,LA,Terrebonne Parish,133,115,22,"$33,074.37 "
1549,9/15/2004,2004,DR,Hurricane,AL,Autauga County,"1,384","1,134",718,"$1,664,427.61 "
1549,9/15/2004,2004,DR,Hurricane,AL,Baldwin County,"28,601","21,411","15,133","$32,885,436.03 "
1549,9/15/2004,2004,DR,Hurricane,AL,Barbour County,720,647,417,"$758,659.15 "
1549,9/15/2004,2004,DR,Hurricane,AL,Bibb County,314,279,166,"$232,510.41 "
1549,9/15/2004,2004,DR,Hurricane,AL,Blount County,25,18,11,"$16,571.73 "
1549,9/15/2004,2004,DR,Hurricane,AL,Bullock County,"1,477","1,307",910,"$1,903,458.29 "
1549,9/15/2004,2004,DR,Hurricane,AL,Butler County,"2,384","1,915","1,289","$3,040,958.79 "
1549,9/15/2004,2004,DR,Hurricane,AL,Calhoun County,86,68,38,"$96,536.55 "
1549,9/15/2004,2004,DR,Hurricane,AL,Chambers County,56,44,27,"$75,099.21 "
1549,9/15/2004,2004,DR,Hurricane,AL,Chilton County,361,285,172,"$282,606.75 "
1549,9/15/2004,2004,DR,Hurricane,AL,Choctaw County,"1,717","1,421","1,035","$2,103,635.88 "
1549,9/15/2004,2004,DR,Hurricane,AL,Clarke County,"4,747","4,022","2,931","$6,970,419.21 "
1549,9/15/2004,2004,DR,Hurricane,AL,Clay County,25,21,15,"$40,820.54 "
1549,9/15/2004,2004,DR,Hurricane,AL,Coffee County,586,433,229,"$519,186.33 "
1549,9/15/2004,2004,DR,Hurricane,AL,Colbert County,25,17,9,"$19,527.60 "
1549,9/15/2004,2004,DR,Hurricane,AL,Conecuh County,"2,974","2,504","1,876","$4,099,973.12 "
1549,9/15/2004,2004,DR,Hurricane,AL,Coosa County,101,86,57,"$142,661.65 "
1549,9/15/2004,2004,DR,Hurricane,AL,Covington County,"2,035","1,572","1,038","$2,256,672.05 "
1549,9/15/2004,2004,DR,Hurricane,AL,Crenshaw County,628,471,254,"$559,755.34 "
1549,9/15/2004,2004,DR,Hurricane,AL,Cullman County,32,20,11,"$20,888.45 "
1549,9/15/2004,2004,DR,Hurricane,AL,Dale County,286,211,108,"$233,230.50 "
1549,9/15/2004,2004,DR,Hurricane,AL,Dallas County,"5,498","4,624","2,873","$4,958,517.64 "
1549,9/15/2004,2004,DR,Hurricane,AL,DeKalb County,44,24,13,"$25,553.87 "
1549,9/15/2004,2004,DR,Hurricane,AL,Elmore County,"1,307","1,107",670,"$1,429,709.36 "
1549,9/15/2004,2004,DR,Hurricane,AL,Escambia County,"9,898","8,208","6,350","$16,154,303.29 "
1549,9/15/2004,2004,DR,Hurricane,AL,Etowah County,135,114,71,"$136,474.76 "
1549,9/15/2004,2004,DR,Hurricane,AL,Fayette County,28,16,10,"$24,627.43 "
1549,9/15/2004,2004,DR,Hurricane,AL,Franklin County,73,50,29,"$55,967.78 "
1549,9/15/2004,2004,DR,Hurricane,AL,Geneva County,576,437,245,"$514,039.11 "
1549,9/15/2004,2004,DR,Hurricane,AL,Greene County,"1,475","1,281",851,"$2,522,285.10 "
1549,9/15/2004,2004,DR,Hurricane,AL,Hale County,"1,319","1,177",665,"$1,380,140.33 "
1549,9/15/2004,2004,DR,Hurricane,AL,Henry County,68,54,40,"$95,364.45 "
1549,9/15/2004,2004,DR,Hurricane,AL,Houston County,153,115,61,"$166,665.94 "
1549,9/15/2004,2004,DR,Hurricane,AL,Jackson County,53,12,5,"$13,125.62 "
1549,9/15/2004,2004,DR,Hurricane,AL,Jefferson County,"7,903","6,790","4,065","$8,837,359.22 "
1549,9/15/2004,2004,DR,Hurricane,AL,Lamar County,24,15,7,"$24,378.34 "
1549,9/15/2004,2004,DR,Hurricane,AL,Lauderdale County,37,20,12,"$23,012.33 "
1549,9/15/2004,2004,DR,Hurricane,AL,Lawrence County,42,30,15,"$36,991.55 "
1549,9/15/2004,2004,DR,Hurricane,AL,Lee County,526,440,303,"$639,002.76 "
1549,9/15/2004,2004,DR,Hurricane,AL,Leon County,1,1,0,
1549,9/15/2004,2004,DR,Hurricane,AL,Limestone County,33,24,13,"$18,110.33 "
1549,9/15/2004,2004,DR,Hurricane,AL,Lowndes County,"1,979","1,685","1,158","$2,519,851.94 "
1549,9/15/2004,2004,DR,Hurricane,AL,Macon County,"1,441","1,253",803,"$1,785,316.86 "
1549,9/15/2004,2004,DR,Hurricane,AL,Madison County,71,39,11,"$23,831.68 "
1549,9/15/2004,2004,DR,Hurricane,AL,Marengo County,"2,363","1,960","1,352","$3,498,158.59 "
1549,9/15/2004,2004,DR,Hurricane,AL,Marion County,59,34,14,"$49,094.15 "
1549,9/15/2004,2004,DR,Hurricane,AL,Marshall County,45,29,15,"$46,051.32 "
1549,9/15/2004,2004,DR,Hurricane,AL,Mobile County,"54,391","44,151","28,340","$56,581,584.54 "
1549,9/15/2004,2004,DR,Hurricane,AL,Monroe County,"4,486","3,742","2,805","$5,900,438.54 "
1549,9/15/2004,2004,DR,Hurricane,AL,Montgomery County,"10,477","8,811","4,875","$8,684,901.15 "
1549,9/15/2004,2004,DR,Hurricane,AL,Morgan County,53,31,12,"$12,666.23 "
1549,9/15/2004,2004,DR,Hurricane,AL,Osceola County,4,1,0,
1549,9/15/2004,2004,DR,Hurricane,AL,Perry County,"1,896","1,665","1,128","$2,471,428.86 "
1549,9/15/2004,2004,DR,Hurricane,AL,Pickens County,707,619,323,"$751,137.29 "
1549,9/15/2004,2004,DR,Hurricane,AL,Pike County,992,851,564,"$1,543,688.97 "
1549,9/15/2004,2004,DR,Hurricane,AL,Randolph County,13,8,6,"$14,757.39 "
1549,9/15/2004,2004,DR,Hurricane,AL,Russell County,294,258,146,"$272,211.60 "
1549,9/15/2004,2004,DR,Hurricane,AL,Shelby County,350,281,181,"$359,700.29 "
1549,9/15/2004,2004,DR,Hurricane,AL,St. Clair County,68,52,35,"$73,482.39 "
1549,9/15/2004,2004,DR,Hurricane,AL,Sumter County,"1,960","1,689","1,067","$2,921,532.47 "
1549,9/15/2004,2004,DR,Hurricane,AL,Talladega County,96,75,46,"$160,378.36 "
1549,9/15/2004,2004,DR,Hurricane,AL,Tallapoosa County,448,394,275,"$486,597.34 "
1549,9/15/2004,2004,DR,Hurricane,AL,Tuscaloosa County,391,310,144,"$277,634.88 "
1549,9/15/2004,2004,DR,Hurricane,AL,Walker County,278,249,174,"$396,838.38 "
1549,9/15/2004,2004,DR,Hurricane,AL,Washington County,"2,330","1,979","1,393","$3,236,217.06 "
1549,9/15/2004,2004,DR,Hurricane,AL,Wilcox County,"2,933","2,511","1,591","$3,101,336.54 "
1549,9/15/2004,2004,DR,Hurricane,AL,Winston County,66,50,36,"$78,995.46 "
1550,9/15/2004,2004,DR,Hurricane,MS,Clarke County,500,372,214,"$333,610.52 "
1550,9/15/2004,2004,DR,Hurricane,MS,George County,973,771,471,"$930,611.60 "
1550,9/15/2004,2004,DR,Hurricane,MS,Greene County,616,498,303,"$621,240.63 "
1550,9/15/2004,2004,DR,Hurricane,MS,Hamilton County,1,1,0,
1550,9/15/2004,2004,DR,Hurricane,MS,Hancock County,72,55,28,"$56,159.51 "
1550,9/15/2004,2004,DR,Hurricane,MS,Harrison County,"1,117",847,379,"$687,557.69 "
1550,9/15/2004,2004,DR,Hurricane,MS,Jackson County,"3,353","2,690","1,390","$2,418,792.63 "
1550,9/15/2004,2004,DR,Hurricane,MS,Lauderdale County,"2,074","1,449",821,"$1,724,411.56 "
1550,9/15/2004,2004,DR,Hurricane,MS,Perry County,297,260,173,"$390,305.93 "
1550,9/15/2004,2004,DR,Hurricane,MS,Stone County,352,317,187,"$218,015.74 "
1550,9/15/2004,2004,DR,Hurricane,MS,Wayne County,"1,194",997,565,"$1,133,727.03 "
1551,9/16/2004,2004,DR,Hurricane,FL,Bay County,"2,921","1,812","1,105","$2,953,516.66 "
1551,9/16/2004,2004,DR,Hurricane,FL,Brevard County,722,221,33,"$67,039.96 "
1551,9/16/2004,2004,DR,Hurricane,FL,Calhoun County,210,172,126,"$533,813.97 "
1551,9/16/2004,2004,DR,Hurricane,FL,Citrus County,149,74,26,"$36,015.21 "
1551,9/16/2004,2004,DR,Hurricane,FL,Clay County,96,61,33,"$48,439.34 "
1551,9/16/2004,2004,DR,Hurricane,FL,Colbert County,3,3,3,"$7,454.00 "
1551,9/16/2004,2004,DR,Hurricane,FL,Duval County,265,146,59,"$74,859.51 "
1551,9/16/2004,2004,DR,Hurricane,FL,Escambia County,"79,768","61,155","45,199","$88,085,253.83 "
1551,9/16/2004,2004,DR,Hurricane,FL,Flagler County,85,21,7,"$6,529.63 "
1551,9/16/2004,2004,DR,Hurricane,FL,Franklin County,108,82,69,"$364,110.91 "
1551,9/16/2004,2004,DR,Hurricane,FL,Gadsden County,144,111,88,"$276,916.60 "
1551,9/16/2004,2004,DR,Hurricane,FL,Gulf County,257,201,147,"$478,255.99 "
1551,9/16/2004,2004,DR,Hurricane,FL,Highlands County,106,39,9,"$15,492.63 "
1551,9/16/2004,2004,DR,Hurricane,FL,Holmes County,802,617,460,"$1,269,389.77 "
1551,9/16/2004,2004,DR,Hurricane,FL,Indian River County,231,56,13,"$33,586.27 "
1551,9/16/2004,2004,DR,Hurricane,FL,Jackson County,618,466,327,"$1,307,969.93 "
1551,9/16/2004,2004,DR,Hurricane,FL,Lake County,172,78,16,"$27,077.29 "
1551,9/16/2004,2004,DR,Hurricane,FL,Lee County,402,225,52,"$69,917.86 "
1551,9/16/2004,2004,DR,Hurricane,FL,Leon County,278,190,136,"$300,437.03 "
1551,9/16/2004,2004,DR,Hurricane,FL,Liberty County,83,72,57,"$226,959.59 "
1551,9/16/2004,2004,DR,Hurricane,FL,Manatee County,189,139,12,"$21,714.74 "
1551,9/16/2004,2004,DR,Hurricane,FL,Marion County,494,273,117,"$196,288.56 "
1551,9/16/2004,2004,DR,Hurricane,FL,Martin County,249,85,24,"$42,766.76 "
1551,9/16/2004,2004,DR,Hurricane,FL,Okaloosa County,"15,644","10,811","7,444","$12,471,513.33 "
1551,9/16/2004,2004,DR,Hurricane,FL,Okeechobee County,113,49,16,"$28,354.61 "
1551,9/16/2004,2004,DR,Hurricane,FL,Orange County,783,352,43,"$65,174.19 "
1551,9/16/2004,2004,DR,Hurricane,FL,Osceola County,147,85,12,"$23,782.78 "
1551,9/16/2004,2004,DR,Hurricane,FL,Palm Beach County,"1,549",635,132,"$155,478.98 "
1551,9/16/2004,2004,DR,Hurricane,FL,Pasco County,251,117,29,"$29,797.96 "
1551,9/16/2004,2004,DR,Hurricane,FL,Polk County,635,348,57,"$91,003.11 "
1551,9/16/2004,2004,DR,Hurricane,FL,Santa Rosa County,"34,701","27,624","21,823","$50,540,098.61 "
1551,9/16/2004,2004,DR,Hurricane,FL,Seminole County,263,127,27,"$52,754.85 "
1551,9/16/2004,2004,DR,Hurricane,FL,St. Johns County,104,38,17,"$19,736.22 "
1551,9/16/2004,2004,DR,Hurricane,FL,St. Lucie County,659,343,35,"$63,802.07 "
1551,9/16/2004,2004,DR,Hurricane,FL,Taylor County,86,63,39,"$117,380.13 "
1551,9/16/2004,2004,DR,Hurricane,FL,Volusia County,582,353,49,"$48,742.98 "
1551,9/16/2004,2004,DR,Hurricane,FL,Wakulla County,54,37,22,"$101,140.95 "
1551,9/16/2004,2004,DR,Hurricane,FL,Walton County,"2,655","1,907","1,305","$3,665,927.34 "
1551,9/16/2004,2004,DR,Hurricane,FL,Washington County,435,312,222,"$598,813.38 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Aguada Municipio,"1,155","1,061",874,"$1,831,583.63 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Aguadilla Municipio,"3,960","3,639","3,217","$7,619,798.69 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Aguas Buenas Municipio,"2,232","2,092","1,837","$5,080,710.71 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Aibonito Municipio,"3,935","3,754","3,222","$8,390,931.38 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Anasco Municipio,237,207,165,"$556,128.98 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Arecibo Municipio,"4,306","3,749","3,197","$6,179,920.46 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Arroyo Municipio,"2,178","2,079","1,735","$3,801,626.34 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Barceloneta Municipio,"3,673","3,477","2,999","$7,839,363.18 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Barranquitas Municipio,"7,652","7,382","6,651","$19,810,511.27 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Bayamon Municipio,"3,855","3,423","2,786","$5,255,505.43 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Caguas Municipio,"9,307","8,654","7,271","$16,363,842.69 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Camuy Municipio,421,362,287,"$599,515.98 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Canovanas Municipio,"5,161","4,890","3,937","$14,807,376.01 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Carolina Municipio,"6,619","6,098","4,489","$9,584,821.25 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Catano Municipio,"2,599","2,462","2,068","$4,331,110.15 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Cayey Municipio,"2,107","1,941","1,598","$3,887,374.33 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Ceiba Municipio,"1,597","1,497","1,095","$2,140,686.44 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Ciales Municipio,"4,258","4,039","3,477","$9,940,009.86 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Cidra Municipio,"2,976","2,755","2,262","$5,283,078.32 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Coamo Municipio,"2,539","2,357","1,983","$5,157,864.25 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Comerio Municipio,"4,601","4,437","3,952","$11,832,801.69 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Corozal Municipio,"4,808","4,515","3,742","$8,867,500.92 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Dorado Municipio,"2,009","1,889","1,456","$3,617,556.93 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Fajardo Municipio,"4,356","4,104","3,463","$8,799,717.06 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Florida Municipio,"2,088","1,845","1,654","$4,871,760.10 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Guayama Municipio,"3,603","3,417","3,012","$6,602,158.65 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Gurabo Municipio,"3,517","3,223","2,687","$7,187,438.77 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Hatillo Municipio,553,476,401,"$963,604.74 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Humacao Municipio,"11,321","10,856","9,361","$25,084,745.43 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Isabela Municipio,"1,056",898,792,"$2,046,978.37 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Juana Diaz Municipio,"2,213","2,116","1,726","$2,723,694.43 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Juncos Municipio,"5,266","5,033","4,047","$9,919,977.93 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Lares Municipio,414,356,298,"$719,910.71 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Las Piedras Municipio,"5,710","5,415","4,654","$11,665,747.48 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Loiza Municipio,"5,213","5,053","4,437","$10,413,928.44 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Manati Municipio,"4,144","3,618","3,180","$6,798,038.89 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Maunabo Municipio,"2,952","2,847","2,574","$10,247,494.61 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Moca Municipio,943,872,789,"$2,142,098.13 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Morovis Municipio,"5,640","5,398","4,551","$10,872,386.53 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Naguabo Municipio,"4,919","4,732","3,936","$10,188,406.93 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Naranjito Municipio,"5,980","5,719","4,776","$13,805,730.10 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Orocovis Municipio,"6,279","5,983","5,279","$15,395,374.11 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Patillas Municipio,"2,503","2,393","2,213","$5,175,959.09 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Quebradillas Municipio,289,254,197,"$403,877.86 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Rincon Municipio,415,386,296,"$471,721.11 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Rio Grande Municipio,"4,053","3,822","2,977","$8,226,301.24 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Salinas Municipio,"2,629","2,521","2,194","$4,740,837.63 "
1552,9/17/2004,2004,DR,Severe Storms,PR,San Lorenzo Municipio,"3,879","3,605","3,016","$7,978,489.54 "
1552,9/17/2004,2004,DR,Severe Storms,PR,San Sebastian Municipio,677,606,530,"$1,655,759.62 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Santa Isabel Municipio,"2,916","2,829","2,376","$6,216,091.25 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Toa Alta Municipio,"2,357","2,155","1,714","$4,471,802.12 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Toa Baja Municipio,"3,137","2,872","2,251","$7,695,233.13 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Utuado Municipio,931,836,723,"$1,126,632.31 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Vega Alta Municipio,"1,434","1,229","1,033","$2,631,931.15 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Vega Baja Municipio,"4,127","3,650","3,038","$5,428,237.67 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Vieques Municipio,"1,783","1,688","1,578","$6,813,284.23 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Villalba Municipio,"3,670","3,520","3,069","$7,860,767.70 "
1552,9/17/2004,2004,DR,Severe Storms,PR,Yabucoa Municipio,"8,263","7,975","6,856","$22,375,123.53 "
1552,9/17/2004,2004,DR,Severe Storms,PR,,40,3,0,
1553,9/18/2004,2004,DR,Hurricane,NC,Alamance County,18,13,6,"$15,152.05 "
1553,9/18/2004,2004,DR,Hurricane,NC,Alleghany County,10,5,2,"$9,360.90 "
1553,9/18/2004,2004,DR,Hurricane,NC,Ashe County,39,26,13,"$20,558.71 "
1553,9/18/2004,2004,DR,Hurricane,NC,Avery County,801,585,432,"$1,434,066.53 "
1553,9/18/2004,2004,DR,Hurricane,NC,Buncombe County,"1,926","1,394",997,"$3,087,714.28 "
1553,9/18/2004,2004,DR,Hurricane,NC,Burke County,91,56,29,"$60,382.33 "
1553,9/18/2004,2004,DR,Hurricane,NC,Caldwell County,44,27,20,"$46,810.70 "
1553,9/18/2004,2004,DR,Hurricane,NC,Caswell County,3,3,2,"$1,168.00 "
1553,9/18/2004,2004,DR,Hurricane,NC,Davidson County,18,12,6,"$9,385.13 "
1553,9/18/2004,2004,DR,Hurricane,NC,Forsyth County,14,14,5,"$4,074.87 "
1553,9/18/2004,2004,DR,Hurricane,NC,Guilford County,58,43,15,"$27,388.47 "
1553,9/18/2004,2004,DR,Hurricane,NC,Haywood County,"1,157",914,730,"$3,515,385.20 "
1553,9/18/2004,2004,DR,Hurricane,NC,Henderson County,831,543,396,"$1,043,023.37 "
1553,9/18/2004,2004,DR,Hurricane,NC,Jackson County,358,234,155,"$451,607.92 "
1553,9/18/2004,2004,DR,Hurricane,NC,Macon County,537,356,258,"$938,710.20 "
1553,9/18/2004,2004,DR,Hurricane,NC,Madison County,197,141,107,"$393,956.24 "
1553,9/18/2004,2004,DR,Hurricane,NC,McDowell County,155,100,78,"$272,341.61 "
1553,9/18/2004,2004,DR,Hurricane,NC,Mitchell County,302,215,169,"$379,216.50 "
1553,9/18/2004,2004,DR,Hurricane,NC,Polk County,20,8,3,"$8,906.72 "
1553,9/18/2004,2004,DR,Hurricane,NC,Randolph County,6,4,4,"$7,133.48 "
1553,9/18/2004,2004,DR,Hurricane,NC,Rockingham County,19,12,7,"$33,048.30 "
1553,9/18/2004,2004,DR,Hurricane,NC,Rutherford County,34,22,13,"$36,391.14 "
1553,9/18/2004,2004,DR,Hurricane,NC,Stokes County,13,5,2,"$3,803.96 "
1553,9/18/2004,2004,DR,Hurricane,NC,Swain County,44,25,19,"$111,356.68 "
1553,9/18/2004,2004,DR,Hurricane,NC,Transylvania County,302,188,108,"$268,773.76 "
1553,9/18/2004,2004,DR,Hurricane,NC,Watauga County,401,274,191,"$557,850.88 "
1553,9/18/2004,2004,DR,Hurricane,NC,Wilkes County,19,10,7,"$7,373.86 "
1553,9/18/2004,2004,DR,Hurricane,NC,Yancey County,398,276,236,"$626,786.42 "
1554,9/18/2004,2004,DR,Hurricane,GA,Carroll County,37,26,15,"$34,326.52 "
1554,9/18/2004,2004,DR,Hurricane,GA,Cherokee County,86,57,36,"$106,605.09 "
1554,9/18/2004,2004,DR,Hurricane,GA,Clayton County,169,124,92,"$405,281.63 "
1554,9/18/2004,2004,DR,Hurricane,GA,Cobb County,194,137,87,"$187,722.71 "
1554,9/18/2004,2004,DR,Hurricane,GA,Dade County,47,31,19,"$71,627.38 "
1554,9/18/2004,2004,DR,Hurricane,GA,Dawson County,30,16,13,"$26,589.87 "
1554,9/18/2004,2004,DR,Hurricane,GA,DeKalb County,598,441,278,"$735,204.38 "
1554,9/18/2004,2004,DR,Hurricane,GA,Early County,32,25,12,"$25,226.94 "
1554,9/18/2004,2004,DR,Hurricane,GA,Forsyth County,32,21,13,"$51,958.42 "
1554,9/18/2004,2004,DR,Hurricane,GA,Franklin County,47,35,18,"$38,209.45 "
1554,9/18/2004,2004,DR,Hurricane,GA,Fulton County,849,667,458,"$1,663,595.33 "
1554,9/18/2004,2004,DR,Hurricane,GA,Gilmer County,175,116,96,"$405,015.98 "
1554,9/18/2004,2004,DR,Hurricane,GA,Madison County,88,55,31,"$76,430.16 "
1554,9/18/2004,2004,DR,Hurricane,GA,Miller County,22,13,8,"$20,909.81 "
1554,9/18/2004,2004,DR,Hurricane,GA,Pickens County,42,22,15,"$55,020.44 "
