disastser_number,declaration_date,year,disaster_type,incident_type,state,place_name,valid_registrations,referrals,approved,approved_amount
1439,11/5/2002,2002,DR,Severe Storms,TX,Aransas County,547,469,408,"$1,544,582.27 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Brazoria County,132,106,76,"$277,904.75 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Cameron County,626,523,469,"$1,320,679.44 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Fort Bend County,82,70,48,"$170,743.37 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Hardin County,359,313,241,"$547,459.52 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Harris County,"3,486","3,027","2,263","$12,267,375.13 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Hidalgo County,"8,063","6,571","5,641","$12,065,060.25 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Jasper County,331,294,200,"$288,518.74 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Jefferson County,"4,426","3,771","2,757","$8,057,157.80 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Jim Wells County,333,296,232,"$619,064.72 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Kleberg County,172,124,114,"$311,238.58 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Liberty County,273,247,215,"$814,958.88 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Montgomery County,282,250,217,"$1,100,586.49 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Nueces County,"8,392","6,907","4,789","$11,290,671.51 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Orange County,480,437,346,"$1,146,318.48 "
1439,11/5/2002,2002,DR,Severe Storms,TX,San Jacinto County,522,488,392,"$1,473,634.54 "
1439,11/5/2002,2002,DR,Severe Storms,TX,San Patricio County,"1,795","1,558","1,272","$4,190,020.66 "
1439,11/5/2002,2002,DR,Severe Storms,TX,Walker County,214,185,147,"$488,766.97 "
1440,11/8/2002,2002,DR,Earthquake,AK,Denali Borough,327,305,235,"$432,810.51 "
1440,11/8/2002,2002,DR,Earthquake,AK,Fairbanks North Star Borough,74,64,37,"$37,561.21 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Anderson County,131,92,53,"$219,949.58 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Bedford County,33,12,2,$521.39 
1441,11/13/2002,2002,DR,Severe Storms,TN,Bledsoe County,16,6,4,"$13,784.10 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Carroll County,35,21,13,"$48,489.51 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Coffee County,89,52,28,"$177,989.80 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Crockett County,53,29,10,"$36,010.49 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Cumberland County,231,128,53,"$232,293.36 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Fentress County,14,6,0,
1441,11/13/2002,2002,DR,Severe Storms,TN,Gibson County,22,12,3,"$2,178.12 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Henderson County,6,4,4,"$12,601.53 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Madison County,180,72,33,"$35,924.74 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Marshall County,69,26,3,"$3,054.63 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Montgomery County,26,11,5,"$3,135.70 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Morgan County,202,131,83,"$392,900.10 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Roane County,42,25,14,"$67,964.57 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Rutherford County,35,9,4,"$2,148.33 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Scott County,50,36,15,"$61,175.97 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Sumner County,18,9,5,"$7,756.78 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Tipton County,177,117,78,"$536,674.24 "
1441,11/13/2002,2002,DR,Severe Storms,TN,Van Buren County,8,5,2,"$25,908.26 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Barbour County,8,6,3,"$1,555.59 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Blount County,6,2,1,"$1,548.31 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Calhoun County,10,7,3,"$12,035.32 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Cherokee County,127,96,68,"$483,619.35 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Cullman County,142,81,50,"$239,700.41 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Dale County,6,3,2,"$3,478.16 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Etowah County,1,1,1,$288.58 
1442,11/14/2002,2002,DR,Severe Storms,AL,Fayette County,55,35,27,"$117,505.15 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Hale County,2,1,1,"$9,809.26 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Henry County,165,113,67,"$343,786.41 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Houston County,1,1,0,
1442,11/14/2002,2002,DR,Severe Storms,AL,Jefferson County,71,57,27,"$176,389.98 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Lamar County,2,1,0,
1442,11/14/2002,2002,DR,Severe Storms,AL,Pickens County,3,1,0,
1442,11/14/2002,2002,DR,Severe Storms,AL,St. Clair County,1,1,0,
1442,11/14/2002,2002,DR,Severe Storms,AL,Talladega County,1,1,0,
1442,11/14/2002,2002,DR,Severe Storms,AL,Tuscaloosa County,11,8,6,"$51,018.66 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Walker County,622,429,259,"$1,727,040.50 "
1442,11/14/2002,2002,DR,Severe Storms,AL,Winston County,39,25,15,"$138,309.43 "
1443,11/14/2002,2002,DR,Severe Storms,MS,Clay County,26,21,5,"$4,793.10 "
1443,11/14/2002,2002,DR,Severe Storms,MS,Lowndes County,"1,359",961,527,"$1,995,434.11 "
1443,11/14/2002,2002,DR,Severe Storms,MS,Monroe County,10,2,1,"$1,427.30 "
1443,11/14/2002,2002,DR,Severe Storms,MS,Noxubee County,17,16,8,"$8,248.92 "
1443,11/14/2002,2002,DR,Severe Storms,MS,Oktibbeha County,51,43,14,"$18,645.35 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Ashland County,6,2,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Auglaize County,3,1,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Coshocton County,50,25,9,"$14,774.96 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Cuyahoga County,15,9,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Franklin County,7,1,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Hancock County,29,6,2,"$10,975.98 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Henry County,2,1,1,"$11,416.00 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Huron County,3,1,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Lorain County,7,1,1,"$11,239.12 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Medina County,7,5,4,"$23,886.57 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Ottawa County,162,92,50,"$166,470.42 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Paulding County,60,27,8,"$95,534.47 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Putnam County,18,5,2,"$7,918.39 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Sandusky County,5,1,0,
1444,11/18/2002,2002,DR,Severe Storms,OH,Seneca County,110,50,19,"$93,498.14 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Summit County,24,12,3,"$3,159.16 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Union County,4,3,3,"$32,974.61 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Van Wert County,187,60,22,"$87,031.11 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Wayne County,12,5,3,"$21,014.09 "
1444,11/18/2002,2002,DR,Severe Storms,OH,Wood County,15,3,0,
1445,12/4/2002,2002,DR,Severe Storms,AK,Chignik Lagoon ANV/ANVSA,3,2,1,"$2,400.00 "
1445,12/4/2002,2002,DR,Severe Storms,AK,Kenai Peninsula Borough,399,303,182,"$483,881.68 "
1445,12/4/2002,2002,DR,Severe Storms,AK,Kodiak Island Borough,41,25,16,"$22,891.99 "
1446,12/8/2002,2002,DR,Typhoon,GU,Guam County-equivalent,"28,527","26,170","20,699","$125,463,060.64 "
1447,12/11/2002,2002,DR,Typhoon,MP,Rota Municipality,750,701,559,"$3,682,703.79 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Adams County,103,72,55,"$78,221.93 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Gallia County,377,275,158,"$247,180.52 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Jackson County,165,114,84,"$162,256.14 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Lawrence County,449,344,226,"$304,230.80 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Meigs County,188,127,88,"$125,285.46 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Pike County,150,107,89,"$116,729.62 "
1453,3/14/2003,2003,DR,Severe Storms,OH,Scioto County,"1,596","1,235",859,"$1,575,240.98 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Anderson County,39,24,14,"$23,761.29 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Breathitt County,100,81,70,"$381,806.16 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Carter County,463,312,238,"$673,677.76 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Clark County,44,37,23,"$149,888.58 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Clay County,98,78,70,"$209,350.43 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Elliott County,33,25,20,"$51,777.10 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Estill County,326,245,215,"$794,165.21 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Fayette County,"1,142",710,358,"$480,272.84 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Fleming County,64,38,21,"$76,203.40 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Floyd County,580,462,379,"$1,346,888.63 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Greenup County,447,329,243,"$486,628.34 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Johnson County,204,160,133,"$424,390.90 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Knott County,110,71,54,"$134,580.33 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Knox County,238,207,188,"$403,241.23 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Lawrence County,113,92,72,"$287,019.80 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Leslie County,108,80,64,"$150,120.29 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Letcher County,98,75,55,"$164,678.33 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Lewis County,838,673,495,"$622,805.47 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Magoffin County,117,93,83,"$294,745.74 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Martin County,209,180,152,"$583,101.87 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Mason County,55,36,19,"$22,583.03 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Menifee County,45,40,35,"$141,152.87 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Morgan County,75,54,47,"$168,170.12 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Nicholas County,48,33,18,"$35,641.16 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Owsley County,11,7,7,"$37,441.18 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Perry County,136,104,83,"$221,329.43 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Pike County,319,239,186,"$654,468.04 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Powell County,49,37,30,"$124,195.72 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Rowan County,107,66,47,"$175,965.22 "
1454,3/14/2003,2003,DR,Severe Storms,KY,Woodford County,97,59,32,"$49,688.56 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Braxton County,39,14,8,"$31,649.55 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Cabell County,136,90,68,"$399,533.29 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Calhoun County,164,113,84,"$112,878.43 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Fayette County,71,56,37,"$82,650.46 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Greenbrier County,48,28,23,"$56,456.68 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Harrison County,73,39,24,"$27,171.81 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Jackson County,310,204,132,"$212,149.19 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Kanawha County,233,175,131,"$417,018.83 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Lewis County,28,15,11,"$22,270.94 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Lincoln County,229,192,145,"$412,523.41 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Logan County,61,40,31,"$109,738.92 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Mason County,247,171,109,"$161,854.70 "
1455,3/14/2003,2003,DR,Severe Storms,WV,McDowell County,304,268,216,"$483,000.54 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Mercer County,226,192,152,"$260,666.91 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Mingo County,438,373,324,"$1,116,516.63 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Monroe County,31,21,18,"$40,886.75 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Nicholas County,166,112,76,"$116,417.69 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Putnam County,34,25,19,"$54,735.11 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Raleigh County,297,262,211,"$366,698.22 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Roane County,182,112,81,"$124,647.09 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Upshur County,33,19,10,"$10,580.75 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Wayne County,220,180,135,"$399,510.61 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Webster County,53,28,12,"$16,596.24 "
1455,3/14/2003,2003,DR,Severe Storms,WV,Wyoming County,180,156,143,"$394,958.45 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Buchanan County,484,430,309,"$540,622.42 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Dickenson County,157,133,89,"$123,148.39 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Lee County,24,18,17,"$23,145.35 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Montgomery County,56,50,45,"$86,623.98 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Norton,30,27,22,"$40,413.14 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Pulaski County,13,9,7,"$13,672.03 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Roanoke,110,89,62,"$215,919.05 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Roanoke County,9,6,6,"$12,848.84 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Russell County,39,32,25,"$39,970.60 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Salem,123,112,92,"$827,593.62 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Tazewell County,60,44,31,"$36,049.34 "
1458,3/27/2003,2003,DR,Severe Storms,VA,Wise County,193,174,144,"$282,473.52 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Amite County,423,335,244,"$425,746.52 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Attala County,13,8,7,"$11,446.08 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Claiborne County,83,56,46,"$68,919.69 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Clarke County,165,127,90,"$369,503.93 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Copiah County,257,183,119,"$252,305.17 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Franklin County,84,62,52,"$63,519.25 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Hinds County,"1,110",889,660,"$2,618,079.83 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Holmes County,127,75,60,"$97,099.95 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Jasper County,6,4,3,"$1,299.62 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Jefferson County,118,90,73,"$93,222.09 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Jefferson Davis County,"1,099",816,543,"$505,759.12 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Kemper County,13,12,9,"$23,179.77 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Lauderdale County,435,318,228,"$900,649.63 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Lawrence County,825,644,474,"$602,776.90 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Leake County,20,13,7,"$47,435.21 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Lincoln County,"1,198","1,024",651,"$886,265.68 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Madison County,492,384,273,"$1,516,651.31 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Marion County,"1,866","1,629","1,148","$1,339,710.85 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Neshoba County,15,9,8,"$26,526.20 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Newton County,91,66,40,"$175,992.42 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Pearl River County,129,104,68,"$203,824.50 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Pike County,"3,640","3,277","2,534","$3,556,787.61 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Rankin County,360,263,159,"$741,233.10 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Scott County,78,60,43,"$201,478.33 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Simpson County,82,52,34,"$28,384.97 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Smith County,18,10,6,"$3,619.43 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Walthall County,"1,457","1,303","1,005","$1,359,486.29 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Warren County,277,234,191,"$993,869.67 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Wayne County,487,196,156,"$390,429.44 "
1459,4/24/2003,2003,DR,Severe Storms,MS,Yazoo County,831,638,477,"$765,506.72 "
1460,4/25/2003,2003,DR,Severe Storms,FL,Miami-Dade County,"14,682","13,477","6,659","$14,538,920.62 "
1461,4/26/2003,2003,DR,Severe Storms,AK,Anchorage Borough,371,209,87,"$140,160.01 "
1461,4/26/2003,2003,DR,Severe Storms,AK,Kenai Peninsula Borough,147,99,56,"$124,148.94 "
1461,4/26/2003,2003,DR,Severe Storms,AK,Matanuska-Susitna Borough,543,365,203,"$525,522.33 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Allen County,20,9,3,"$1,524.71 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Anderson County,20,10,5,"$33,138.05 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Cherokee County,54,32,15,"$121,923.22 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Crawford County,264,151,90,"$492,115.43 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Douglas County,55,33,22,"$113,084.00 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Labette County,9,5,0,
1462,5/6/2003,2003,DR,Severe Storms,KS,Leavenworth County,11,5,1,"$4,000.00 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Meade County,91,59,53,"$173,204.55 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Miami County,2,1,1,$792.42 
1462,5/6/2003,2003,DR,Severe Storms,KS,Neosho County,2,2,1,"$2,130.01 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Osage County,19,11,1,"$1,078.00 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Seward County,419,284,198,"$1,004,541.16 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Stone County,1,1,1,"$1,832.00 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Woodson County,31,15,5,"$40,122.15 "
1462,5/6/2003,2003,DR,Severe Storms,KS,Wyandotte County,505,261,122,"$529,314.92 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Audrain County,3,1,1,"$5,000.00 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Barry County,32,20,11,"$107,679.07 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Barton County,65,34,20,"$109,677.09 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Bates County,6,2,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Bollinger County,5,2,1,"$2,717.12 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Boone County,39,26,14,"$52,905.99 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Callaway County,5,4,2,"$12,880.92 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Camden County,172,93,55,"$272,907.76 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Cape Girardeau County,207,98,42,"$121,966.04 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Cass County,22,6,2,"$8,630.33 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Cedar County,706,394,217,"$1,033,901.29 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Christian County,46,24,9,"$29,557.08 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Clay County,600,278,105,"$317,546.51 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Cole County,65,27,8,"$33,050.67 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Cooper County,2,2,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Crawford County,33,22,21,"$48,432.05 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Dade County,1,1,1,$200.07 
1463,5/6/2003,2003,DR,Severe Storms,MO,Dallas County,81,54,37,"$383,243.71 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Dent County,1,1,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Franklin County,125,80,54,"$123,901.58 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Gasconade County,5,3,2,"$2,439.93 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Greene County,180,79,32,"$112,856.47 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Henry County,3,2,2,"$7,259.38 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Hickory County,4,2,1,"$1,615.26 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Howard County,56,28,18,"$40,818.08 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Iron County,1,1,1,"$1,224.96 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Jackson County,76,54,29,"$41,297.28 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Jasper County,612,348,190,"$823,192.53 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Jefferson County,"1,889","1,314",798,"$2,113,120.28 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Johnson County,9,4,2,$894.80 
1463,5/6/2003,2003,DR,Severe Storms,MO,Knox County,6,2,2,"$1,058.40 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Laclede County,1,1,1,$650.68 
1463,5/6/2003,2003,DR,Severe Storms,MO,Lawrence County,575,361,228,"$1,252,818.86 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Lewis County,210,126,76,"$435,147.41 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Lincoln County,3,3,2,"$7,612.16 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Marion County,11,4,2,"$6,131.00 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Miller County,13,8,5,"$25,729.52 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Moniteau County,4,1,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Monroe County,4,1,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Montgomery County,2,1,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Morgan County,6,1,1,"$1,787.48 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Newton County,6,3,1,$628.00 
1463,5/6/2003,2003,DR,Severe Storms,MO,Osage County,14,9,3,"$5,988.25 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Perry County,1,1,1,"$1,176.32 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Pettis County,12,4,1,$569.78 
1463,5/6/2003,2003,DR,Severe Storms,MO,Phelps County,5,2,1,"$1,628.80 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Pike County,39,29,25,"$52,220.51 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Platte County,152,94,51,"$155,501.57 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Polk County,114,67,39,"$180,276.49 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Pulaski County,44,30,16,"$39,406.55 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Ray County,2,2,1,$219.37 
1463,5/6/2003,2003,DR,Severe Storms,MO,Saline County,21,9,6,"$12,155.52 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Scott County,33,24,20,"$55,730.88 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Shelby County,13,4,0,
1463,5/6/2003,2003,DR,Severe Storms,MO,Ste. Genevieve County,5,1,1,$696.00 
1463,5/6/2003,2003,DR,Severe Storms,MO,St. Francois County,35,29,22,"$42,959.66 "
1463,5/6/2003,2003,DR,Severe Storms,MO,St. Louis,2,2,1,$700.07 
1463,5/6/2003,2003,DR,Severe Storms,MO,St. Louis County,141,106,88,"$180,339.35 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Stoddard County,3,1,1,$460.65 
1463,5/6/2003,2003,DR,Severe Storms,MO,Stone County,4,2,1,"$4,301.00 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Taney County,2,2,1,"$5,954.00 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Vernon County,33,20,13,"$56,774.37 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Washington County,212,163,138,"$441,618.82 "
1463,5/6/2003,2003,DR,Severe Storms,MO,Webster County,1,1,0,
1464,5/8/2003,2003,DR,Severe Storms,TN,Anderson County,38,21,14,"$33,952.33 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Bedford County,50,34,27,"$122,684.08 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Benton County,21,15,7,"$19,926.44 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Bledsoe County,30,28,12,"$30,429.88 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Blount County,35,31,22,"$86,954.66 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Bradley County,307,254,206,"$467,175.13 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Cannon County,64,39,25,"$58,800.24 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Carroll County,75,38,19,"$46,614.65 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Cheatham County,9,4,2,"$1,350.83 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Chester County,6,4,3,"$11,309.58 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Cocke County,13,8,4,"$19,786.24 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Coffee County,13,11,7,"$10,225.07 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Crockett County,48,31,19,"$55,773.97 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Cumberland County,17,12,8,"$41,647.81 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Davidson County,148,98,42,"$116,230.68 "
1464,5/8/2003,2003,DR,Severe Storms,TN,Decatur County,66,36,19,"$145,962.91 "
